0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3183098861837918,1.0144422405770012e-17,0.005197718394646541,2.3266301102892122e-17,1.108578828596521e-17,5.000199234992728e-18,0.0073060177357310244,1.0353368103722386e-18,0.00024125068905379198,2.9863679657379543e-18,6.8300848436077146e-18,2.0706736207444768e-18,0.006949843075427188,8.310303464587836e-17,0.006454985028416288,3.0273144520126455e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31830988618379064,0.5941419350042965,0.7303166875259902,0.8251703232980978,0.7856474752657724,1.0095243473209852,0.6814361168947615,0.7760746296508769,1.145999777768469,0.5449149146063981,0.715388602203795,1.2342315824952326,0.3464026147511034,0.39897566139127283,0.6160406084858987,1.2748230739851254
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3183098861837907,0.5978905907414237,0.7449017888706283,0.838801869939866,0.8170484837241692,1.0413824767324706,0.7315331343115521,0.831204577141472,1.2062577510329346,0.6160062091294335,0.8021580784433772,1.33433631925294,0.43253364909055003,0.49493267754023895,0.7427548958647046,1.4267998726101785
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31830988618378975,0.00032032124000802375,0.0067329948436252824,0.021608353182276534,0.0006302073746781,4.348977438246282e-05,0.011611332275627793,0.033788952183236284,0.008493617774847417,0.0009269837399951676,0.00016825179032019895,2.5641867217499805e-05,0.016971577542977283,0.04205619429037774,0.00867098448866592,0.0055976780170499734
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3183098861837893,7.131726482975433e-18,0.009760164333458794,4.323693456097588e-18,1.6793887883655267e-18,1.2347111933867386e-18,0.020416014529617655,3.9493873763605435e-17,0.038062632636223295,4.141347241488954e-19,3.3130777931911632e-18,1.2533991139586291e-17,0.03767110143489636,5.401861471066982e-18,0.05029117064531349,3.679932637996741e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3183098861837893,7.131726482975433e-18,0.009760164333458794,4.323693456097588e-18,1.6793887883655267e-18,1.2347111933867386e-18,0.020416014529617655,3.9493873763605435e-17,0.038062632636223295,4.141347241488954e-19,3.3130777931911632e-18,1.2533991139586291e-17,0.03767110143489636,5.401861471066982e-18,0.05029117064531349,3.679932637996741e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3183098861837918,1.0144422405770012e-17,0.005197718394646541,2.3266301102892122e-17,1.108578828596521e-17,5.000199234992728e-18,0.0073060177357310244,1.0353368103722386e-18,0.00024125068905379198,2.9863679657379543e-18,6.8300848436077146e-18,2.0706736207444768e-18,0.006949843075427188,8.310303464587836e-17,0.006454985028416288,3.0273144520126455e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31830988618378975,8.835952525203666e-18,0.0067334783615801705,0.02160834419670734,1.5996540065303356e-17,7.636267001198935e-18,0.011613719837734507,0.03378879846320813,0.008493619807537113,6.741624877035109e-18,6.4324335364769964e-18,3.9069391737501456e-18,0.016978131565366542,0.042055332350641295,0.008670907956845693,0.005597679695028831
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3183098861837893,7.131726482975433e-18,0.009760164333458794,4.323693456097588e-18,1.6793887883655267e-18,1.2347111933867386e-18,0.020416014529617655,3.9493873763605435e-17,0.038062632636223295,4.141347241488954e-19,3.3130777931911632e-18,1.2533991139586291e-17,0.03767110143489636,5.401861471066982e-18,0.05029117064531349,3.679932637996741e-17
0.31830988618379064,0.5824569218686038,0.6655280631629578,0.792784953521967,0.6516887168140922,0.9501704923175495,0.4418050325178509,0.5664346471531332,1.0561868009882767,0.20914208947051807,0.43192281323376,1.1132089502336289,0.08389831985775513,0.03383768486928898,0.26880138171358803,1.124461402854478
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31830988618379064,0.5689833532611682,0.59561394127341,0.7549131465724301,0.5122802655166814,0.8806993607359667,0.2086041486503026,0.36025097167990117,0.9523061411844407,0.0896391935213987,0.17874645715913698,0.9767166703240789,0.4038599156520635,0.33615425700697266,0.08159344764478223,0.9616160094709569
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31830988618378975,0.0003250304195141124,0.006732980522313187,0.02160834602170361,0.0006381608679163917,4.412913127566407e-05,0.011611264919522581,0.033788920126809306,0.008493619395192617,0.0009356525143345457,0.00017149520217176544,2.6018840925467377e-05,0.016971406219996876,0.0420561209663849,0.008670998156152156,0.005597679354557387
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31830988618378975,6.8300848436077146e-18,0.0067334783615800925,0.021608344196707333,1.1603165182419715e-17,1.4867891612659914e-17,0.01161371983773452,0.033788798463208175,0.008493619807537196,2.493421224600491e-18,6.3079121887550525e-18,2.7781001851201616e-18,0.01697813156536654,0.04205533235064127,0.008670907956845686,0.0055976796950287944
0.3183098861837918,0.0003169090211680832,0.005198191666128706,2.36635740969667e-07,0.0006441682005459307,1.570628988439031e-10,0.007308409854073668,1.1960592690171067e-06,0.00024125068915121752,0.000988077466216125,7.219875596508496e-07,7.205668725535402e-07,0.006956635085115191,3.3972566381697718e-06,0.006454987540674913,1.255442453201523e-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31830988618378975,0.0006430175622556496,0.006731529922637605,0.02160837307807753,0.0012644354297352092,8.730203867439546e-05,0.011604101962266843,0.033789381963324226,0.008493613281678546,0.0018583926830692554,0.00033813917751011175,5.147385181359626e-05,0.01695174317563155,0.04205870955186541,0.00867122774618362,0.00559767430670559
0.3183098861837893,7.131726482975433e-18,0.009760164333458794,4.323693456097588e-18,1.6793887883655267e-18,1.2347111933867386e-18,0.020416014529617655,3.9493873763605435e-17,0.038062632636223295,4.141347241488954e-19,3.3130777931911632e-18,1.2533991139586291e-17,0.03767110143489636,5.401861471066982e-18,0.05029117064531349,3.679932637996741e-17
0.3183098861837893,7.131726482975433e-18,0.009760164333458794,4.323693456097588e-18,1.6793887883655267e-18,1.2347111933867386e-18,0.020416014529617655,3.9493873763605435e-17,0.038062632636223295,4.141347241488954e-19,3.3130777931911632e-18,1.2533991139586291e-17,0.03767110143489636,5.401861471066982e-18,0.05029117064531349,3.679932637996741e-17
0.3183098861837918,1.0144422405770012e-17,0.005197718394646541,2.3266301102892122e-17,1.108578828596521e-17,5.000199234992728e-18,0.0073060177357310244,1.0353368103722386e-18,0.00024125068905379198,2.9863679657379543e-18,6.8300848436077146e-18,2.0706736207444768e-18,0.006949843075427188,8.310303464587836e-17,0.006454985028416288,3.0273144520126455e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31830988618378975,6.8300848436077146e-18,0.0067334783615800925,0.021608344196707333,1.1603165182419715e-17,1.4867891612659914e-17,0.01161371983773452,0.033788798463208175,0.008493619807537196,2.493421224600491e-18,6.3079121887550525e-18,2.7781001851201616e-18,0.01697813156536654,0.04205533235064127,0.008670907956845686,0.0055976796950287944
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
