m00,m10,m01,m20,m11,m02,m30,m21,m12,m03,mu20,mu11,mu02,mu30,mu21,mu12,mu03,nu20,nu11,nu02,nu30,nu21,nu12,nu03
4820775.0,327864975.0,330240300.0,29837319735.0,22461108900.0,30271981260.0,3054720347655.0,2044179463260.0,2059145617260.0,3121749712680.0,7538946168.145989,1187475.8529456228,7649341592.293044,-1119925.1804520055,55005270.56910042,159938863.01793712,-3511102.3677257407,0.0003243970662877174,5.1096489402019224e-08,0.00032914732592960314,-2.194809615209769e-11,1.0779835906855054e-09,3.1344536271236224e-09,-6.880996490819141e-11
4821030.0,330240555.0,327830040.0,30272050875.0,22456357740.0,29832533640.0,3121763966415.0,2058499459500.0,2043528554340.0,3054064652640.0,7650572857.5,0.0,7540090920.0,0.0,0.0,0.0,0.0,0.00032916548261816806,0.0,0.00032441200324412003,0.0,0.0,0.0,0.0
2788425.0,192645360.0,191166105.0,19538661000.0,13203235980.0,19346685525.0,2195974933020.0,1336416820380.0,1331173310460.0,2174594512845.0,6229271387.753086,-3955577.0699588805,6240907280.696844,-14632431469.181433,-2548966093.7639766,-4898792339.046401,-7472564271.309494,0.0008011601079101839,-5.08735348799499e-07,0.0008026566253463612,-1.1269874485423287e-06,-1.9632094641839263e-07,-3.773041746854297e-07,-5.755356626770361e-07
3667410.0,251234415.0,246186435.0,23989628625.0,16861178850.0,23185882395.0,2572067194335.0,1612843451400.0,1587794722350.0,2460798965865.0,6778918265.265959,-3721714.202126409,6659843370.72695,-106476752.48235594,2974060526.8864465,-44959786.33099531,10247780328.172787,0.0005040126861042038,-2.7670951301140993e-07,0.0004951594657088955,-4.13386352390555e-09,1.1546520760032079e-07,-1.7455230031277195e-09,3.9786079413579226e-07
4786095.0,325454460.0,325454460.0,29616355860.0,22130903280.0,29616355860.0,3031933749360.0,2013912198480.0,2013912198480.0,3031933749360.0,7485452580.0,0.0,7485452580.0,0.0,0.0,0.0,0.0,0.00032677997407071945,0.0,0.00032677997407071945,0.0,0.0,0.0,0.0
2786385.0,193991760.0,184453485.0,19730831040.0,12860062080.0,18421471065.0,2218531744440.0,1316710151100.0,1277848387230.0,2065896161115.0,6224871544.84854,18169738.028736122,6210994720.688205,-21921822899.188442,8035970686.295151,-7084074253.355548,24116658332.364933,0.0008017669440839269,2.3402724424347507e-06,0.0007999796013539664,-1.691507220911437e-06,6.200625972306391e-07,-5.466134275479124e-07,1.8608626618801604e-06
2859825.0,188605905.0,194543580.0,18852589365.0,12821082525.0,19691498310.0,2124763957635.0,1283359231245.0,1309300092585.0,2224779338280.0,6414000499.992868,-9096932.777973678,6457400237.839501,35424079592.66728,2085462095.34967,11880369411.649685,6690435526.98355,0.0007842419558625454,-1.1122849700676058e-06,0.0007895484561181664,2.561237955593233e-06,1.507834426463467e-07,8.589765327278863e-07,4.837330315480309e-07
2825145.0,187959225.0,192198345.0,18787451145.0,12783535305.0,19481257185.0,2105814744435.0,1279738812135.0,1302437530035.0,2203480505355.0,6282369012.011915,-3578974.9688596544,6405749973.604116,19927762257.762012,2079925913.4175727,6820400157.893192,6561594538.964532,0.0007871218289174517,-4.4841194742816044e-07,0.000802580304526949,1.485445342212833e-06,1.550408028894703e-07,5.084028761244321e-07,4.891111164073397e-07
4855200.0,332581200.0,332581200.0,30483442560.0,22781812200.0,30483442560.0,3143239174680.0,2088115815360.0,2088115815360.0,3143239174680.0,7701630360.0,0.0,7701630360.0,0.0,0.0,0.0,0.0,0.000326714509333145,0.0,0.000326714509333145,0.0,0.0,0.0,0.0
2824635.0,196091685.0,192834315.0,19896378315.0,13388934375.0,19570169565.0,2234361469455.0,1359649145415.0,1352258929725.0,2213831173635.0,6283310104.013721,1999158.8850768392,6405610943.613793,-19283366261.10589,1070596249.3221918,-6613469223.864847,3193891495.126118,0.0007875240436124704,2.505662879815222e-07,0.0008028527239011487,-1.4380600111065264e-06,7.983988030638499e-08,-4.932004867172154e-07,2.381849505300378e-07
4820520.0,327830040.0,330205620.0,29832533640.0,22456357740.0,30267264780.0,3054064652640.0,2043528554340.0,2058499459500.0,3121108271400.0,7537732430.503595,-1.4516379565066018e-06,7648179810.0,-2324554.395951297,0.00019744364896196988,107704353.6689317,0.0,0.0003243791556171637,-6.246986065569018e-20,0.0003291321536880674,-4.556223196007774e-11,3.869977552995888e-21,2.111050080618088e-09,0.0
3667155.0,251185455.0,249667695.0,23984256285.0,17096495145.0,23668981935.0,2571538675725.0,1631491297695.0,1620611574285.0,2518928990775.0,6779056940.124467,-4743708.382591083,6671075403.475417,36426232.82424843,-757920532.2843332,26871632.810629003,-867472974.6632063,0.0005040930947006677,-3.5274384919002216e-07,0.0004960635490779172,1.4144613742103262e-09,-2.9430694159607734e-08,1.0434481890011862e-09,-3.3684707989227944e-08
4786095.0,325454460.0,325454460.0,29616355860.0,22130903280.0,29616355860.0,3031933749360.0,2013912198480.0,2013912198480.0,3031933749360.0,7485452580.0,0.0,7485452580.0,0.0,0.0,0.0,0.0,0.00032677997407071945,0.0,0.00032677997407071945,0.0,0.0,0.0,0.0
3690105.0,252512475.0,251621505.0,24069792975.0,17207927595.0,23844077175.0,2577480778545.0,1638491016585.0,1630561159695.0,2535843041325.0,6790460806.77562,-10435836.602860529,6686467356.725176,1056767229.9615861,-1355864614.6837394,343271660.27823293,-1916871461.9715705,0.0004986798256681991,-7.663899882351919e-07,0.0004910427245910463,4.0400108138339644e-08,-5.183457198626651e-08,1.3123242094261491e-08,-7.3281809044896e-08
4786095.0,325454460.0,325454460.0,29616355860.0,22130903280.0,29616355860.0,3031933749360.0,2013912198480.0,2013912198480.0,3031933749360.0,7485452580.0,0.0,7485452580.0,0.0,0.0,0.0,0.0,0.00032677997407071945,0.0,0.00032677997407071945,0.0,0.0,0.0,0.0
3654660.0,250623690.0,248703540.0,23812567080.0,17045245755.0,23562572220.0,2535427540500.0,1618558244925.0,1612486980525.0,2506635622590.0,6625678562.541166,-9965649.306447405,6638029086.430364,-6285628483.722718,-545713768.4511443,-1994752699.4496746,-272759436.25028443,0.0004960625059799426,-7.461250831911093e-07,0.0004969871858859794,-2.4616780791872134e-07,-2.1372112984176965e-08,-7.812168673905674e-08,-1.0682240079055987e-08
3718410.0,255119595.0,255814470.0,24345268455.0,17536488975.0,24442025400.0,2607776931255.0,1671215794905.0,1674677037405.0,2619516494520.0,6841548382.989648,-14906374.501436826,6842824918.777947,-1343938602.90193,-1613755997.6959012,-235919596.05632702,-3543101712.6596313,0.0004948115790200942,-1.0780961109417306e-06,0.0004949039038351396,-5.0406465156925626e-08,-6.052637768867928e-08,-8.84852393760505e-09,-1.3288942861004616e-07
4821030.0,327830040.0,330240555.0,29832533640.0,22456357740.0,30272050875.0,3054064652640.0,2043528554340.0,2058499459500.0,3121763966415.0,7540090920.0,0.0,7650572857.5,0.0,0.0,0.0,0.0,0.00032441200324412003,0.0,0.00032916548261816806,0.0,0.0,0.0,0.0
2856000.0,195449850.0,194612685.0,19828615380.0,13320191730.0,19717744185.0,2241075209670.0,1353004086900.0,1349858074890.0,2228507849085.0,6453039797.008929,1907384.2901792827,6456505682.580802,882204604.3332026,1587534070.5491948,217827812.72463495,4992810150.965349,0.0007911301526749094,2.3384161142144148e-07,0.0007915550635181526,6.399909199064302e-08,1.1516686550978824e-07,1.5802209777879525e-08,3.6220091640188425e-07
3684495.0,252695055.0,253489890.0,24007925385.0,17372225880.0,24235133190.0,2555707145565.0,1648444029960.0,1658165964630.0,2598793384530.0,6677248909.267768,-12963052.402935661,6795260335.724961,-6733456566.551149,-1501204459.3717775,-2177259861.824866,-3577045207.8656187,0.0004918601329211977,-9.548855770709293e-07,0.0005005531016411283,-2.584003718737579e-07,-5.76096075954787e-08,-8.355363287796718e-08,-1.3727122211098593e-07
3683985.0,253121415.0,258588360.0,24063815265.0,17734318740.0,24897091770.0,2562031280715.0,1677681564450.0,1703706752250.0,2674692472950.0,6672199736.814566,-32922870.845156413,6746111261.803142,-8234409092.547799,-6895207011.05076,-2315437267.7562256,-19952001636.13648,0.0004916242900765002,-2.4258391002931336e-06,0.0004970702752739289,-3.161096881065355e-07,-2.6469922895449103e-07,-8.888702811754558e-08,-7.659348647139828e-07
2851920.0,195359580.0,199377615.0,19831323990.0,13657876245.0,20374304925.0,2241989589690.0,1379876393625.0,1395683005185.0,2304541020585.0,6448983146.716737,295693.02038523246,6435823704.247585,-1911989.4458520664,-6571196891.924344,-20086794.538341086,-19682199090.14942,0.0007928966159701415,3.635518808089994e-08,0.0007912786744800702,-1.3920093216630344e-10,-4.784109738621213e-07,-1.462403743930724e-09,-1.43294748115652e-06
3680670.0,250252665.0,253819350.0,23690524845.0,17239916580.0,24292684140.0,2518765920825.0,1629139066260.0,1649425322490.0,2606346782370.0,6675580191.0097685,-17530777.700568266,6789277848.639323,262375505.053417,-2177886805.22222,157758476.83734998,-5257485111.782595,0.000492759782075004,-1.2940391624642708e-06,0.0005011524058459579,1.0094994440057803e-08,-8.379499902369882e-08,6.069815649219253e-09,-2.0228368102169666e-07
2853960.0,195630900.0,199479615.0,19861957140.0,13672155225.0,20379170835.0,2245305245550.0,1381451519955.0,1396430100105.0,2304662578575.0,6452011298.148679,-1609163.464974133,6436397705.541904,-710152421.1046952,-6593848319.2229595,-279573852.54331756,-19507845944.54264,0.0007921352783867468,-1.9756244842020327e-07,0.0007902183447431661,-5.160976329635407e-08,-4.792026906530659e-07,-2.0317807733676988e-08,-1.4177172135151505e-06
4820775.0,327829530.0,330205620.0,29832532620.0,22456287870.0,30267264780.0,3054064650600.0,2043528414600.0,2058489887310.0,3121108271400.0,7538980081.244114,1152915.9814845969,7649376270.45861,-5647422.933892037,-48779889.68338023,52273879.399384595,1187915.6619649702,0.00032439852555129285,4.960939549483531e-08,0.0003291488181136462,-1.106771985558869e-10,-9.559796741309448e-10,1.0244542683090605e-09,2.3280561616506383e-11
4820775.0,327864975.0,330240300.0,29837319735.0,22461108900.0,30271981260.0,3054720347655.0,2044179463260.0,2059145617260.0,3121749712680.0,7538946168.145989,1187475.8529456228,7649341592.293044,-1119925.1804520055,55005270.56910042,159938863.01793712,-3511102.3677257407,0.0003243970662877174,5.1096489402019224e-08,0.00032914732592960314,-2.194809615209769e-11,1.0779835906855054e-09,3.1344536271236224e-09,-6.880996490819141e-11
4821030.0,330240555.0,327830040.0,30272050875.0,22456357740.0,29832533640.0,3121763966415.0,2058499459500.0,2043528554340.0,3054064652640.0,7650572857.5,0.0,7540090920.0,0.0,0.0,0.0,0.0,0.00032916548261816806,0.0,0.00032441200324412003,0.0,0.0,0.0,0.0
4786095.0,325454460.0,325454460.0,29616355860.0,22130903280.0,29616355860.0,3031933749360.0,2013912198480.0,2013912198480.0,3031933749360.0,7485452580.0,0.0,7485452580.0,0.0,0.0,0.0,0.0,0.00032677997407071945,0.0,0.00032677997407071945,0.0,0.0,0.0,0.0
3667410.0,251234415.0,246186435.0,23989628625.0,16861178850.0,23185882395.0,2572067194335.0,1612843451400.0,1587794722350.0,2460798965865.0,6778918265.265959,-3721714.202126409,6659843370.72695,-106476752.48235594,2974060526.8864465,-44959786.33099531,10247780328.172787,0.0005040126861042038,-2.7670951301140993e-07,0.0004951594657088955,-4.13386352390555e-09,1.1546520760032079e-07,-1.7455230031277195e-09,3.9786079413579226e-07
4786095.0,325454460.0,325454460.0,29616355860.0,22130903280.0,29616355860.0,3031933749360.0,2013912198480.0,2013912198480.0,3031933749360.0,7485452580.0,0.0,7485452580.0,0.0,0.0,0.0,0.0,0.00032677997407071945,0.0,0.00032677997407071945,0.0,0.0,0.0,0.0
2786385.0,193991760.0,184453485.0,19730831040.0,12860062080.0,18421471065.0,2218531744440.0,1316710151100.0,1277848387230.0,2065896161115.0,6224871544.84854,18169738.028736122,6210994720.688205,-21921822899.188442,8035970686.295151,-7084074253.355548,24116658332.364933,0.0008017669440839269,2.3402724424347507e-06,0.0007999796013539664,-1.691507220911437e-06,6.200625972306391e-07,-5.466134275479124e-07,1.8608626618801604e-06
2859825.0,188605905.0,194543580.0,18852589365.0,12821082525.0,19691498310.0,2124763957635.0,1283359231245.0,1309300092585.0,2224779338280.0,6414000499.992868,-9096932.777973678,6457400237.839501,35424079592.66728,2085462095.34967,11880369411.649685,6690435526.98355,0.0007842419558625454,-1.1122849700676058e-06,0.0007895484561181664,2.561237955593233e-06,1.507834426463467e-07,8.589765327278863e-07,4.837330315480309e-07
2825145.0,187959225.0,192198345.0,18787451145.0,12783535305.0,19481257185.0,2105814744435.0,1279738812135.0,1302437530035.0,2203480505355.0,6282369012.011915,-3578974.9688596544,6405749973.604116,19927762257.762012,2079925913.4175727,6820400157.893192,6561594538.964532,0.0007871218289174517,-4.4841194742816044e-07,0.000802580304526949,1.485445342212833e-06,1.550408028894703e-07,5.084028761244321e-07,4.891111164073397e-07
4855200.0,332581200.0,332581200.0,30483442560.0,22781812200.0,30483442560.0,3143239174680.0,2088115815360.0,2088115815360.0,3143239174680.0,7701630360.0,0.0,7701630360.0,0.0,0.0,0.0,0.0,0.000326714509333145,0.0,0.000326714509333145,0.0,0.0,0.0,0.0
2824635.0,196091685.0,192834315.0,19896378315.0,13388934375.0,19570169565.0,2234361469455.0,1359649145415.0,1352258929725.0,2213831173635.0,6283310104.013721,1999158.8850768392,6405610943.613793,-19283366261.10589,1070596249.3221918,-6613469223.864847,3193891495.126118,0.0007875240436124704,2.505662879815222e-07,0.0008028527239011487,-1.4380600111065264e-06,7.983988030638499e-08,-4.932004867172154e-07,2.381849505300378e-07
4820520.0,327830040.0,330205620.0,29832533640.0,22456357740.0,30267264780.0,3054064652640.0,2043528554340.0,2058499459500.0,3121108271400.0,7537732430.503595,-1.4516379565066018e-06,7648179810.0,-2324554.395951297,0.00019744364896196988,107704353.6689317,0.0,0.0003243791556171637,-6.246986065569018e-20,0.0003291321536880674,-4.556223196007774e-11,3.869977552995888e-21,2.111050080618088e-09,0.0
3667155.0,251185455.0,249667695.0,23984256285.0,17096495145.0,23668981935.0,2571538675725.0,1631491297695.0,1620611574285.0,2518928990775.0,6779056940.124467,-4743708.382591083,6671075403.475417,36426232.82424843,-757920532.2843332,26871632.810629003,-867472974.6632063,0.0005040930947006677,-3.5274384919002216e-07,0.0004960635490779172,1.4144613742103262e-09,-2.9430694159607734e-08,1.0434481890011862e-09,-3.3684707989227944e-08
4786095.0,325454460.0,325454460.0,29616355860.0,22130903280.0,29616355860.0,3031933749360.0,2013912198480.0,2013912198480.0,3031933749360.0,7485452580.0,0.0,7485452580.0,0.0,0.0,0.0,0.0,0.00032677997407071945,0.0,0.00032677997407071945,0.0,0.0,0.0,0.0
3690105.0,252512475.0,251621505.0,24069792975.0,17207927595.0,23844077175.0,2577480778545.0,1638491016585.0,1630561159695.0,2535843041325.0,6790460806.77562,-10435836.602860529,6686467356.725176,1056767229.9615861,-1355864614.6837394,343271660.27823293,-1916871461.9715705,0.0004986798256681991,-7.663899882351919e-07,0.0004910427245910463,4.0400108138339644e-08,-5.183457198626651e-08,1.3123242094261491e-08,-7.3281809044896e-08
2790720.0,186343800.0,195765795.0,18676564650.0,13089216810.0,19943706315.0,2096151205020.0,1302836390580.0,1339534014330.0,2241625932405.0,6233893296.929825,17413780.559211094,6210961184.000824,16560002994.883352,-9628645919.428635,5396563775.53518,-28785656648.22643,0.0008004364086622922,2.2359420201999455e-06,0.0007974919087740815,1.2728280835279804e-06,-7.400729901064964e-07,4.14788447210625e-07,-2.2125112052200205e-06
3654660.0,250623690.0,248703540.0,23812567080.0,17045245755.0,23562572220.0,2535427540500.0,1618558244925.0,1612486980525.0,2506635622590.0,6625678562.541166,-9965649.306447405,6638029086.430364,-6285628483.722718,-545713768.4511443,-1994752699.4496746,-272759436.25028443,0.0004960625059799426,-7.461250831911093e-07,0.0004969871858859794,-2.4616780791872134e-07,-2.1372112984176965e-08,-7.812168673905674e-08,-1.0682240079055987e-08
3718410.0,255119595.0,255814470.0,24345268455.0,17536488975.0,24442025400.0,2607776931255.0,1671215794905.0,1674677037405.0,2619516494520.0,6841548382.989648,-14906374.501436826,6842824918.777947,-1343938602.90193,-1613755997.6959012,-235919596.05632702,-3543101712.6596313,0.0004948115790200942,-1.0780961109417306e-06,0.0004949039038351396,-5.0406465156925626e-08,-6.052637768867928e-08,-8.84852393760505e-09,-1.3288942861004616e-07
4821030.0,327830040.0,330240555.0,29832533640.0,22456357740.0,30272050875.0,3054064652640.0,2043528554340.0,2058499459500.0,3121763966415.0,7540090920.0,0.0,7650572857.5,0.0,0.0,0.0,0.0,0.00032441200324412003,0.0,0.00032916548261816806,0.0,0.0,0.0,0.0
2856000.0,195449850.0,194612685.0,19828615380.0,13320191730.0,19717744185.0,2241075209670.0,1353004086900.0,1349858074890.0,2228507849085.0,6453039797.008929,1907384.2901792827,6456505682.580802,882204604.3332026,1587534070.5491948,217827812.72463495,4992810150.965349,0.0007911301526749094,2.3384161142144148e-07,0.0007915550635181526,6.399909199064302e-08,1.1516686550978824e-07,1.5802209777879525e-08,3.6220091640188425e-07
3684495.0,252695055.0,253489890.0,24007925385.0,17372225880.0,24235133190.0,2555707145565.0,1648444029960.0,1658165964630.0,2598793384530.0,6677248909.267768,-12963052.402935661,6795260335.724961,-6733456566.551149,-1501204459.3717775,-2177259861.824866,-3577045207.8656187,0.0004918601329211977,-9.548855770709293e-07,0.0005005531016411283,-2.584003718737579e-07,-5.76096075954787e-08,-8.355363287796718e-08,-1.3727122211098593e-07
3683985.0,253121415.0,258588360.0,24063815265.0,17734318740.0,24897091770.0,2562031280715.0,1677681564450.0,1703706752250.0,2674692472950.0,6672199736.814566,-32922870.845156413,6746111261.803142,-8234409092.547799,-6895207011.05076,-2315437267.7562256,-19952001636.13648,0.0004916242900765002,-2.4258391002931336e-06,0.0004970702752739289,-3.161096881065355e-07,-2.6469922895449103e-07,-8.888702811754558e-08,-7.659348647139828e-07
2851920.0,195359580.0,199377615.0,19831323990.0,13657876245.0,20374304925.0,2241989589690.0,1379876393625.0,1395683005185.0,2304541020585.0,6448983146.716737,295693.02038523246,6435823704.247585,-1911989.4458520664,-6571196891.924344,-20086794.538341086,-19682199090.14942,0.0007928966159701415,3.635518808089994e-08,0.0007912786744800702,-1.3920093216630344e-10,-4.784109738621213e-07,-1.462403743930724e-09,-1.43294748115652e-06
3680670.0,250252665.0,253819350.0,23690524845.0,17239916580.0,24292684140.0,2518765920825.0,1629139066260.0,1649425322490.0,2606346782370.0,6675580191.0097685,-17530777.700568266,6789277848.639323,262375505.053417,-2177886805.22222,157758476.83734998,-5257485111.782595,0.000492759782075004,-1.2940391624642708e-06,0.0005011524058459579,1.0094994440057803e-08,-8.379499902369882e-08,6.069815649219253e-09,-2.0228368102169666e-07
2853960.0,195630900.0,199479615.0,19861957140.0,13672155225.0,20379170835.0,2245305245550.0,1381451519955.0,1396430100105.0,2304662578575.0,6452011298.148679,-1609163.464974133,6436397705.541904,-710152421.1046952,-6593848319.2229595,-279573852.54331756,-19507845944.54264,0.0007921352783867468,-1.9756244842020327e-07,0.0007902183447431661,-5.160976329635407e-08,-4.792026906530659e-07,-2.0317807733676988e-08,-1.4177172135151505e-06
4820775.0,327829530.0,330205620.0,29832532620.0,22456287870.0,30267264780.0,3054064650600.0,2043528414600.0,2058489887310.0,3121108271400.0,7538980081.244114,1152915.9814845969,7649376270.45861,-5647422.933892037,-48779889.68338023,52273879.399384595,1187915.6619649702,0.00032439852555129285,4.960939549483531e-08,0.0003291488181136462,-1.106771985558869e-10,-9.559796741309448e-10,1.0244542683090605e-09,2.3280561616506383e-11
4820775.0,327864975.0,330240300.0,29837319735.0,22461108900.0,30271981260.0,3054720347655.0,2044179463260.0,2059145617260.0,3121749712680.0,7538946168.145989,1187475.8529456228,7649341592.293044,-1119925.1804520055,55005270.56910042,159938863.01793712,-3511102.3677257407,0.0003243970662877174,5.1096489402019224e-08,0.00032914732592960314,-2.194809615209769e-11,1.0779835906855054e-09,3.1344536271236224e-09,-6.880996490819141e-11
4821030.0,330240555.0,327830040.0,30272050875.0,22456357740.0,29832533640.0,3121763966415.0,2058499459500.0,2043528554340.0,3054064652640.0,7650572857.5,0.0,7540090920.0,0.0,0.0,0.0,0.0,0.00032916548261816806,0.0,0.00032441200324412003,0.0,0.0,0.0,0.0
4786095.0,325454460.0,325454460.0,29616355860.0,22130903280.0,29616355860.0,3031933749360.0,2013912198480.0,2013912198480.0,3031933749360.0,7485452580.0,0.0,7485452580.0,0.0,0.0,0.0,0.0,0.00032677997407071945,0.0,0.00032677997407071945,0.0,0.0,0.0,0.0
3667410.0,251234415.0,246186435.0,23989628625.0,16861178850.0,23185882395.0,2572067194335.0,1612843451400.0,1587794722350.0,2460798965865.0,6778918265.265959,-3721714.202126409,6659843370.72695,-106476752.48235594,2974060526.8864465,-44959786.33099531,10247780328.172787,0.0005040126861042038,-2.7670951301140993e-07,0.0004951594657088955,-4.13386352390555e-09,1.1546520760032079e-07,-1.7455230031277195e-09,3.9786079413579226e-07
4786095.0,325454460.0,325454460.0,29616355860.0,22130903280.0,29616355860.0,3031933749360.0,2013912198480.0,2013912198480.0,3031933749360.0,7485452580.0,0.0,7485452580.0,0.0,0.0,0.0,0.0,0.00032677997407071945,0.0,0.00032677997407071945,0.0,0.0,0.0,0.0
2786385.0,193991760.0,184453485.0,19730831040.0,12860062080.0,18421471065.0,2218531744440.0,1316710151100.0,1277848387230.0,2065896161115.0,6224871544.84854,18169738.028736122,6210994720.688205,-21921822899.188442,8035970686.295151,-7084074253.355548,24116658332.364933,0.0008017669440839269,2.3402724424347507e-06,0.0007999796013539664,-1.691507220911437e-06,6.200625972306391e-07,-5.466134275479124e-07,1.8608626618801604e-06
2859825.0,188605905.0,194543580.0,18852589365.0,12821082525.0,19691498310.0,2124763957635.0,1283359231245.0,1309300092585.0,2224779338280.0,6414000499.992868,-9096932.777973678,6457400237.839501,35424079592.66728,2085462095.34967,11880369411.649685,6690435526.98355,0.0007842419558625454,-1.1122849700676058e-06,0.0007895484561181664,2.561237955593233e-06,1.507834426463467e-07,8.589765327278863e-07,4.837330315480309e-07
2825145.0,187959225.0,192198345.0,18787451145.0,12783535305.0,19481257185.0,2105814744435.0,1279738812135.0,1302437530035.0,2203480505355.0,6282369012.011915,-3578974.9688596544,6405749973.604116,19927762257.762012,2079925913.4175727,6820400157.893192,6561594538.964532,0.0007871218289174517,-4.4841194742816044e-07,0.000802580304526949,1.485445342212833e-06,1.550408028894703e-07,5.084028761244321e-07,4.891111164073397e-07
4855200.0,332581200.0,332581200.0,30483442560.0,22781812200.0,30483442560.0,3143239174680.0,2088115815360.0,2088115815360.0,3143239174680.0,7701630360.0,0.0,7701630360.0,0.0,0.0,0.0,0.0,0.000326714509333145,0.0,0.000326714509333145,0.0,0.0,0.0,0.0
4821030.0,327830040.0,330240555.0,29832533640.0,22456357740.0,30272050875.0,3054064652640.0,2043528554340.0,2058499459500.0,3121763966415.0,7540090920.0,0.0,7650572857.5,0.0,0.0,0.0,0.0,0.00032441200324412003,0.0,0.00032916548261816806,0.0,0.0,0.0,0.0
4820520.0,327830040.0,330205620.0,29832533640.0,22456357740.0,30267264780.0,3054064652640.0,2043528554340.0,2058499459500.0,3121108271400.0,7537732430.503595,-1.4516379565066018e-06,7648179810.0,-2324554.395951297,0.00019744364896196988,107704353.6689317,0.0,0.0003243791556171637,-6.246986065569018e-20,0.0003291321536880674,-4.556223196007774e-11,3.869977552995888e-21,2.111050080618088e-09,0.0
3667155.0,251185455.0,249667695.0,23984256285.0,17096495145.0,23668981935.0,2571538675725.0,1631491297695.0,1620611574285.0,2518928990775.0,6779056940.124467,-4743708.382591083,6671075403.475417,36426232.82424843,-757920532.2843332,26871632.810629003,-867472974.6632063,0.0005040930947006677,-3.5274384919002216e-07,0.0004960635490779172,1.4144613742103262e-09,-2.9430694159607734e-08,1.0434481890011862e-09,-3.3684707989227944e-08
2787405.0,185125410.0,189019260.0,18518188740.0,12551388915.0,19055201910.0,2077902210600.0,1256222369925.0,1272277499895.0,2140707635010.0,6223090816.4230175,-2318926.3063755725,6237444658.740279,21404586227.16048,776624578.0994114,7041402968.76177,2591892392.4516177,0.0008009510764868233,-2.984604557727981e-07,0.0008027985066135688,1.6500862677443738e-06,5.987023238452057e-08,5.428239640374315e-07,1.9980979771655643e-07
3690105.0,252512475.0,251621505.0,24069792975.0,17207927595.0,23844077175.0,2577480778545.0,1638491016585.0,1630561159695.0,2535843041325.0,6790460806.77562,-10435836.602860529,6686467356.725176,1056767229.9615861,-1355864614.6837394,343271660.27823293,-1916871461.9715705,0.0004986798256681991,-7.663899882351919e-07,0.0004910427245910463,4.0400108138339644e-08,-5.183457198626651e-08,1.3123242094261491e-08,-7.3281809044896e-08
2790720.0,186343800.0,195765795.0,18676564650.0,13089216810.0,19943706315.0,2096151205020.0,1302836390580.0,1339534014330.0,2241625932405.0,6233893296.929825,17413780.559211094,6210961184.000824,16560002994.883352,-9628645919.428635,5396563775.53518,-28785656648.22643,0.0008004364086622922,2.2359420201999455e-06,0.0007974919087740815,1.2728280835279804e-06,-7.400729901064964e-07,4.14788447210625e-07,-2.2125112052200205e-06
3654660.0,250623690.0,248703540.0,23812567080.0,17045245755.0,23562572220.0,2535427540500.0,1618558244925.0,1612486980525.0,2506635622590.0,6625678562.541166,-9965649.306447405,6638029086.430364,-6285628483.722718,-545713768.4511443,-1994752699.4496746,-272759436.25028443,0.0004960625059799426,-7.461250831911093e-07,0.0004969871858859794,-2.4616780791872134e-07,-2.1372112984176965e-08,-7.812168673905674e-08,-1.0682240079055987e-08
3718410.0,255119595.0,255814470.0,24345268455.0,17536488975.0,24442025400.0,2607776931255.0,1671215794905.0,1674677037405.0,2619516494520.0,6841548382.989648,-14906374.501436826,6842824918.777947,-1343938602.90193,-1613755997.6959012,-235919596.05632702,-3543101712.6596313,0.0004948115790200942,-1.0780961109417306e-06,0.0004949039038351396,-5.0406465156925626e-08,-6.052637768867928e-08,-8.84852393760505e-09,-1.3288942861004616e-07
4821030.0,327830040.0,330240555.0,29832533640.0,22456357740.0,30272050875.0,3054064652640.0,2043528554340.0,2058499459500.0,3121763966415.0,7540090920.0,0.0,7650572857.5,0.0,0.0,0.0,0.0,0.00032441200324412003,0.0,0.00032916548261816806,0.0,0.0,0.0,0.0
2856000.0,195449850.0,194612685.0,19828615380.0,13320191730.0,19717744185.0,2241075209670.0,1353004086900.0,1349858074890.0,2228507849085.0,6453039797.008929,1907384.2901792827,6456505682.580802,882204604.3332026,1587534070.5491948,217827812.72463495,4992810150.965349,0.0007911301526749094,2.3384161142144148e-07,0.0007915550635181526,6.399909199064302e-08,1.1516686550978824e-07,1.5802209777879525e-08,3.6220091640188425e-07
3684495.0,252695055.0,253489890.0,24007925385.0,17372225880.0,24235133190.0,2555707145565.0,1648444029960.0,1658165964630.0,2598793384530.0,6677248909.267768,-12963052.402935661,6795260335.724961,-6733456566.551149,-1501204459.3717775,-2177259861.824866,-3577045207.8656187,0.0004918601329211977,-9.548855770709293e-07,0.0005005531016411283,-2.584003718737579e-07,-5.76096075954787e-08,-8.355363287796718e-08,-1.3727122211098593e-07
3683985.0,253121415.0,258588360.0,24063815265.0,17734318740.0,24897091770.0,2562031280715.0,1677681564450.0,1703706752250.0,2674692472950.0,6672199736.814566,-32922870.845156413,6746111261.803142,-8234409092.547799,-6895207011.05076,-2315437267.7562256,-19952001636.13648,0.0004916242900765002,-2.4258391002931336e-06,0.0004970702752739289,-3.161096881065355e-07,-2.6469922895449103e-07,-8.888702811754558e-08,-7.659348647139828e-07
